Report Number,URL,Congress,Accompanies,Title,Committee
H. Rept. 115-73,https://www.congress.gov/congressional-report/115th-congress/house-report/73/1,115th Congress (2017-2018),H.Res. 186,RESOLUTION OF INQUIRY DIRECTING THE SECRETARY OF THE TREASURY TO PROVIDE TO THE HOUSE OF REPRESENTATIVES THE TAX RETURNS AND OTHER SPECIFIED FINANCIAL INFORMATION OF PRESIDENT DONALD J. TRUMP,House Ways and Means
H. Rept. 115-72,https://www.congress.gov/congressional-report/115th-congress/house-report/72/1,115th Congress (2017-2018),H.R. 732,STOP SETTLEMENT SLUSH FUNDS ACT OF 2017,House Judiciary
H. Rept. 115-71,https://www.congress.gov/congressional-report/115th-congress/house-report/71/1,115th Congress (2017-2018),H.R. 1343,ENCOURAGING EMPLOYEE OWNERSHIP ACT OF 2017,House Financial Services
H. Rept. 115-70,https://www.congress.gov/congressional-report/115th-congress/house-report/70/1,115th Congress (2017-2018),H.R. 1219,SUPPORTING AMERICA'S INNOVATORS ACT OF 2017,House Financial Services
H. Rept. 115-69,https://www.congress.gov/congressional-report/115th-congress/house-report/69/1,115th Congress (2017-2018),,AUTHORIZATION AND OVERSIGHT PLANS FOR ALL HOUSE COMMITTEES,House Oversight and Government Reform
H. Rept. 115-68,https://www.congress.gov/congressional-report/115th-congress/house-report/68/1,115th Congress (2017-2018),H.R. 679,CONSTRUCTION CONSENSUS PROCUREMENT IMPROVEMENT ACT OF 2017,House Oversight and Government Reform
H. Rept. 115-67,https://www.congress.gov/congressional-report/115th-congress/house-report/67/1,115th Congress (2017-2018),H.R. 657,FOLLOW THE RULES ACT,House Oversight and Government Reform
H. Rept. 115-66,https://www.congress.gov/congressional-report/115th-congress/house-report/66/1,115th Congress (2017-2018),H.R. 194,FEDERAL AGENCY MAIL MANAGEMENT ACT OF 2017,House Oversight and Government Reform
H. Rept. 115-65,https://www.congress.gov/congressional-report/115th-congress/house-report/65/1,115th Congress (2017-2018),H.R. 369,"TO ELIMINATE THE SUNSET OF THE VETERANS CHOICE PROGRAM, AND FOR OTHER PURPOSES",House Veterans' Affairs
H. Rept. 115-64,https://www.congress.gov/congressional-report/115th-congress/house-report/64/1,115th Congress (2017-2018),H.Res. 233,"PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 1431) TO AMEND THE ENVIRONMENTAL RESEARCH, DEVELOPMENT, AND DEMONSTRATION AUTHORIZATION ACT OF 1978 TO PROVIDE FOR SCIENTIFIC ADVISORY BOARD MEMBER QUALIFICATIONS, PUBLIC PARTICIPATION, AND FOR OTHER PURPOSES",House Rules
H. Rept. 115-63,https://www.congress.gov/congressional-report/115th-congress/house-report/63/1,115th Congress (2017-2018),H.R. 1431,EPA SCIENCE ADVISORY BOARD REFORM ACT OF 2017,"House Science, Space, and Technology"
H. Rept. 115-62,https://www.congress.gov/congressional-report/115th-congress/house-report/62/1,115th Congress (2017-2018),H.R. 1387,SCHOLARSHIPS FOR OPPORTUNITY AND RESULTS REAUTHORIZATION ACT,House Oversight and Government Reform
H. Rept. 115-61,https://www.congress.gov/congressional-report/115th-congress/house-report/61/1,115th Congress (2017-2018),H.Res. 230,"PROVIDING FOR CONSIDERATION OF THE JOINT RESOLUTION (S.J. RES. 34) PROVIDING FOR CONGRESSIONAL DISAPPROVAL UNDER CHAPTER 8 OF TITLE 5, UNITED STATES CODE, OF THE RULE SUBMITTED BY THE FEDERAL COMMUNICATIONS COMMISSION RELATING TO ``PROTECTING THE PRIVACY OF CUSTOMERS OF BROADBAND AND OTHER TELECOMMUNICATIONS SERVICES''",House Rules
H. Rept. 115-60,https://www.congress.gov/congressional-report/115th-congress/house-report/60/1,115th Congress (2017-2018),H.Res. 229,"PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 1430) TO PROHIBIT THE ENVIRONMENTAL PROTECTION AGENCY FROM PROPOSING, FINALIZING, OR DISSEMINATING REGULATIONS OR ASSESSMENTS BASED UPON SCIENCE THAT IS NOT TRANSPARENT OR REPRODUCIBLE",House Rules
H. Rept. 115-59,https://www.congress.gov/congressional-report/115th-congress/house-report/59/1,115th Congress (2017-2018),,HONEST AND OPEN NEW EPA SCIENCE TREATMENT ACT OF 2017,"House Science, Space, and Technology"
H. Rept. 115-58,https://www.congress.gov/congressional-report/115th-congress/house-report/58/1,115th Congress (2017-2018),H.Res. 228,PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 1628) TO PROVIDE FOR RECONCILIATION PURSUANT TO TITLE II OF THE CONCURRENT RESOLUTION ON THE BUDGET FOR FISCAL YEAR 2017,House Rules
H. Rept. 115-57,https://www.congress.gov/congressional-report/115th-congress/house-report/57/1,115th Congress (2017-2018),H.R. 1282,DHS ACQUISITION REVIEW BOARD ACT OF 2017,House Homeland Security
H. Rept. 115-56,https://www.congress.gov/congressional-report/115th-congress/house-report/56/1,115th Congress (2017-2018),H.Res. 221,"WAIVING A REQUIREMENT OF CLAUSE 6(a) OF RULE XIII WITH RESPECT TO CONSIDERATION OF CERTAIN RESOLUTIONS REPORTED FROM THE COMMITTEE ON RULES, AND PROVIDING FOR CONSIDERATION OF MOTIONS TO SUSPEND THE RULES",House Rules
H. Rept. 115-55,https://www.congress.gov/congressional-report/115th-congress/house-report/55/1,115th Congress (2017-2018),H.R. 1215,PROTECTING ACCESS TO CARE ACT OF 2017,House Judiciary
H. Rept. 115-54,https://www.congress.gov/congressional-report/115th-congress/house-report/54/1,115th Congress (2017-2018),H.Res. 154,RESOLUTION OF INQUIRY REQUESTING THE PRESIDENT OF THE UNITED STATES AND DIRECTING THE SECRETARY OF HEALTH AND HUMAN SERVICES TO TRANSMIT CERTAIN INFORMATION TO THE HOUSE OF REPRESENTATIVES RELATING TO PLANS TO REPEAL OR REPLACE THE PATIENT PROTECTION AND AFFORDABLE CARE ACT AND THE HEALTH-RELATED MEASURES OF THE HEALTH CARE AND EDUCATION RECONCILIATION ACT OF 2010,House Energy and Commerce
H. Rept. 115-53,https://www.congress.gov/congressional-report/115th-congress/house-report/53/1,115th Congress (2017-2018),H.R. 1304,SELF-INSURANCE PROTECTION ACT,House Education and the Workforce
H. Rept. 115-52,https://www.congress.gov/congressional-report/115th-congress/house-report/52/1,115th Congress (2017-2018),H.R. 1628,AMERICAN HEALTH CARE ACT OF 2017,House Budget
H. Rept. 115-51,https://www.congress.gov/congressional-report/115th-congress/house-report/51/1,115th Congress (2017-2018),H.Res. 210,PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 1101) TO AMEND TITLE I OF THE EMPLOYEE RETIREMENT INCOME SECURITY ACT OF 1974 TO IMPROVE ACCESS AND CHOICE FOR ENTREPRENEURS WITH SMALL BUSINESSES WITH RESPECT TO MEDICAL CARE FOR THEIR EMPLOYEES,House Rules
H. Rept. 115-50,https://www.congress.gov/congressional-report/115th-congress/house-report/50/1,115th Congress (2017-2018),H.Res. 209,PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 372) TO RESTORE THE APPLICATION OF THE FEDERAL ANTITRUST LAWS TO THE BUSINESS OF HEALTH INSURANCE TO PROTECT COMPETITION AND CONSUMERS,House Rules
H. Rept. 115-49,https://www.congress.gov/congressional-report/115th-congress/house-report/49/1,115th Congress (2017-2018),H.R. 1029,PESTICIDE REGISTRATION ENHANCEMENT ACT OF 2017,House Agriculture
H. Rept. 115-48,https://www.congress.gov/congressional-report/115th-congress/house-report/48/1,115th Congress (2017-2018),H.R. 1365,DEPARTMENT OF HOMELAND SECURITY ACQUISITION INNOVATION ACT,House Homeland Security
H. Rept. 115-47,https://www.congress.gov/congressional-report/115th-congress/house-report/47/1,115th Congress (2017-2018),H.R. 1252,DHS ACQUISITION AUTHORITIES ACT OF 2017,House Homeland Security
H. Rept. 115-46,https://www.congress.gov/congressional-report/115th-congress/house-report/46/1,115th Congress (2017-2018),H.R. 1249,DHS MULTIYEAR ACQUISITION STRATEGY ACT OF 2017,House Homeland Security
H. Rept. 115-45,https://www.congress.gov/congressional-report/115th-congress/house-report/45/1,115th Congress (2017-2018),H.R. 1294,REDUCING DHS ACQUISITION COST GROWTH ACT,House Homeland Security
H. Rept. 115-44,https://www.congress.gov/congressional-report/115th-congress/house-report/44/1,115th Congress (2017-2018),H.R. 1353,TRANSPARENCY IN TECHNOLOGICAL ACQUISITIONS ACT OF 2017,House Homeland Security
H. Rept. 115-43,https://www.congress.gov/congressional-report/115th-congress/house-report/43/1,115th Congress (2017-2018),H.R. 1101,SMALL BUSINESS HEALTH FAIRNESS ACT OF 2017,House Education and the Workforce
H. Rept. 115-42,https://www.congress.gov/congressional-report/115th-congress/house-report/42/1,115th Congress (2017-2018),H.R. 1238,SECURING OUR AGRICULTURE AND FOOD ACT,House Homeland Security
H. Rept. 115-41,https://www.congress.gov/congressional-report/115th-congress/house-report/41/1,115th Congress (2017-2018),H.R. 1297,QUADRENNIAL HOMELAND SECURITY REVIEW TECHNICAL CORRECTIONS ACT OF 2017,House Homeland Security
H. Rept. 115-40,https://www.congress.gov/congressional-report/115th-congress/house-report/40/1,115th Congress (2017-2018),H.R. 1302,TERRORIST AND FOREIGN FIGHTER TRAVEL EXERCISE ACT OF 2017,House Homeland Security
H. Rept. 115-39,https://www.congress.gov/congressional-report/115th-congress/house-report/39/1,115th Congress (2017-2018),H.Res. 198,"PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 1259) TO AMEND TITLE 38, UNITED STATES CODE, TO PROVIDE FOR THE REMOVAL OR DEMOTION OF EMPLOYEES OF THE DEPARTMENT OF VETERANS AFFAIRS BASED ON PERFORMANCE OR MISCONDUCT, AND FOR OTHER PURPOSES; PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 1367) TO IMPROVE THE AUTHORITY OF THE SECRETARY OF VETERANS AFFAIRS TO HIRE AND RETAIN PHYSICIANS AND OTHER EMPLOYEES OF THE DEPARTMENT OF VETERANS AFFAIRS, AND FOR OTHER PURPOSES; AND PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 1181) TO AMEND TITLE 38, UNITED STATES CODE, TO CLARIFY THE CONDITIONS UNDER WHICH CERTAIN PERSONS MAY BE TREATED AS ADJUDICATED MENTALLY INCOMPETENT FOR CERTAIN PURPOSES",House Rules
H. Rept. 115-38,https://www.congress.gov/congressional-report/115th-congress/house-report/38/1,115th Congress (2017-2018),H.Res. 173,PROVIDING FOR THE EXPENSES OF CERTAIN COMMITTEES OF THE HOUSE OF REPRESENTATIVES IN THE ONE HUNDRED FIFTEENTH CONGRESS,Committee on House Administration
H. Rept. 115-37,https://www.congress.gov/congressional-report/115th-congress/house-report/37/1,115th Congress (2017-2018),H.R. 1309,TSA ADMINISTRATOR MODERNIZATION ACT OF 2017,House Homeland Security
H. Rept. 115-36,https://www.congress.gov/congressional-report/115th-congress/house-report/36/1,115th Congress (2017-2018),H.R. 372,COMPETITIVE HEALTH INSURANCE REFORM ACT OF 2017,House Judiciary
H. Rept. 115-35,https://www.congress.gov/congressional-report/115th-congress/house-report/35/1,115th Congress (2017-2018),H.R. 1367,"TO IMPROVE THE AUTHORITY OF THE SECRETARY OF VETERANS AFFAIRS TO HIRE AND RETAIN PHYSICIANS AND OTHER EMPLOYEES OF THE DEPARTMENT OF VETERANS AFFAIRS, AND FOR OTHER PURPOSES",House Veterans' Affairs
H. Rept. 115-34,https://www.congress.gov/congressional-report/115th-congress/house-report/34/1,115th Congress (2017-2018),H.R. 1259,VA ACCOUNTABILITY FIRST ACT OF 2017,House Veterans' Affairs
H. Rept. 115-33,https://www.congress.gov/congressional-report/115th-congress/house-report/33/1,115th Congress (2017-2018),H.R. 1181,VETERANS 2ND AMENDMENT PROTECTION ACT,House Veterans' Affairs
H. Rept. 115-32,https://www.congress.gov/congressional-report/115th-congress/house-report/32/1,115th Congress (2017-2018),H.R. 1214,DISASTER SIMPLIFIED ASSISTANCE VALUE ENHANCEMENT ACT,House Transportation and Infrastructure
H. Rept. 115-31,https://www.congress.gov/congressional-report/115th-congress/house-report/31/1,115th Congress (2017-2018),H.R. 1117,TO REQUIRE THE ADMINISTRATOR OF THE FEDERAL EMERGENCY MANAGEMENT AGENCY TO SUBMIT A REPORT REGARDING CERTAIN PLANS REGARDING ASSISTANCE TO APPLICANTS AND GRANTEES DURING THE RESPONSE TO AN EMERGENCY OR DISASTER,House Transportation and Infrastructure
H. Rept. 115-30,https://www.congress.gov/congressional-report/115th-congress/house-report/30/1,115th Congress (2017-2018),H.R. 654,PACIFIC NORTHWEST EARTHQUAKE PREPAREDNESS ACT OF 2017,House Transportation and Infrastructure
H. Rept. 115-29,https://www.congress.gov/congressional-report/115th-congress/house-report/29/1,115th Congress (2017-2018),H.Res. 180,"PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 720) TO AMEND RULE 11 OF THE FEDERAL RULES OF CIVIL PROCEDURE TO IMPROVE ATTORNEY ACCOUNTABILITY, AND FOR OTHER PURPOSES, AND PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 985) TO AMEND THE PROCEDURES USED IN FEDERAL COURT CLASS ACTIONS AND MULTIDISTRICT LITIGATION PROCEEDINGS TO ASSURE FAIRER, MORE EFFICIENT OUTCOMES FOR CLAIMANTS AND DEFENDANTS, AND FOR OTHER PURPOSES",House Rules
H. Rept. 115-28,https://www.congress.gov/congressional-report/115th-congress/house-report/28/1,115th Congress (2017-2018),H.Res. 111,RESOLUTION OF INQUIRY DIRECTING THE ATTORNEY GENERAL TO TRANSMIT CERTAIN DOCUMENTS TO THE HOUSE OF REPRESENTATIVES RELATING TO THE FINANCIAL PRACTICES OF THE PRESIDENT,House Judiciary
H. Rept. 115-27,https://www.congress.gov/congressional-report/115th-congress/house-report/27/1,115th Congress (2017-2018),H.Res. 175,"PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 725) TO AMEND TITLE 28, UNITED STATES CODE, TO PREVENT FRAUDULENT JOINDER",House Rules
H. Rept. 115-26,https://www.congress.gov/congressional-report/115th-congress/house-report/26/1,115th Congress (2017-2018),H.Res. 174,"PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 1301) MAKING APPROPRIATIONS FOR THE DEPARTMENT OF DEFENSE FOR THE FISCAL YEAR ENDING SEPTEMBER 30, 2017, AND FOR OTHER PURPOSES",House Rules
H. Rept. 115-25,https://www.congress.gov/congressional-report/115th-congress/house-report/25/1,115th Congress (2017-2018),H.R. 985,FAIRNESS IN CLASS ACTION LITIGATION ACT OF 2017,House Judiciary
H. Rept. 115-24,https://www.congress.gov/congressional-report/115th-congress/house-report/24/1,115th Congress (2017-2018),H.R. 1174,FAIRNESS FOR BREASTFEEDING MOTHERS ACT OF 2017,House Transportation and Infrastructure
H. Rept. 115-23,https://www.congress.gov/congressional-report/115th-congress/house-report/23/1,115th Congress (2017-2018),H.R. 375,FRED D. THOMPSON FEDERAL BUILDING AND UNITED STATES COURTHOUSE,House Transportation and Infrastructure
H. Rept. 115-22,https://www.congress.gov/congressional-report/115th-congress/house-report/22/1,115th Congress (2017-2018),,THE 2017 JOINT ECONOMIC REPORT,Joint Economic Committee
H. Rept. 115-21,https://www.congress.gov/congressional-report/115th-congress/house-report/21/1,115th Congress (2017-2018),H.Res. 156,"PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 1004) TO AMEND CHAPTER 3 OF TITLE 5, UNITED STATES CODE, TO REQUIRE THE PUBLICATION OF INFORMATION RELATING TO PENDING AGENCY REGULATORY ACTIONS, AND FOR OTHER PURPOSES, AND PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 1009) TO AMEND TITLE 44, UNITED STATES CODE, TO REQUIRE THE ADMINISTRATOR OF THE OFFICE OF INFORMATION AND REGULATORY AFFAIRS TO REVIEW REGULATIONS, AND FOR OTHER PURPOSES",House Rules
H. Rept. 115-20,https://www.congress.gov/congressional-report/115th-congress/house-report/20/1,115th Congress (2017-2018),H.Res. 150,"PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 998) TO PROVIDE FOR THE ESTABLISHMENT OF A PROCESS FOR THE REVIEW OF RULES AND SETS OF RULES, AND FOR OTHER PURPOSES, AND PROVIDING FOR CONSIDERATION OF THE JOINT RESOLUTION (H.J. RES. 83) DISAPPROVING THE RULE SUBMITTED BY THE DEPARTMENT OF LABOR RELATING TO ``CLARIFICATION OF EMPLOYER'S CONTINUING OBLIGATION TO MAKE AND MAINTAIN AN ACCURATE RECORD OF EACH RECORDABLE INJURY AND ILLNESS''",House Rules
H. Rept. 115-19,https://www.congress.gov/congressional-report/115th-congress/house-report/19/1,115th Congress (2017-2018),H.R. 1009,"OIRA INSIGHT, REFORM, AND ACCOUNTABILITY ACT",House Oversight and Government Reform
H. Rept. 115-18,https://www.congress.gov/congressional-report/115th-congress/house-report/18/1,115th Congress (2017-2018),H.R. 906,FURTHERING ASBESTOS CLAIM TRANSPARENCY (FACT) ACT OF 2017,House Judiciary
H. Rept. 115-17,https://www.congress.gov/congressional-report/115th-congress/house-report/17/1,115th Congress (2017-2018),H.R. 725,INNOCENT PARTY PROTECTION ACT,House Judiciary
H. Rept. 115-16,https://www.congress.gov/congressional-report/115th-congress/house-report/16/1,115th Congress (2017-2018),H.R. 720,LAWSUIT ABUSE REDUCTION ACT OF 2017,House Judiciary
H. Rept. 115-15,https://www.congress.gov/congressional-report/115th-congress/house-report/15/1,115th Congress (2017-2018),H.R. 1004,REGULATORY INTEGRITY ACT OF 2017,House Oversight and Government Reform
H. Rept. 115-14,https://www.congress.gov/congressional-report/115th-congress/house-report/14/1,115th Congress (2017-2018),H.R. 998,SEARCHING FOR AND CUTTING REGULATIONS THAT ARE UNNECESSARILY BURDENSOME ACT,House Oversight and Government Reform
H. Rept. 115-13,https://www.congress.gov/congressional-report/115th-congress/house-report/13/1,115th Congress (2017-2018),H.R. 393,TO PROVIDE FOR AN EXCEPTION TO A LIMITATION AGAINST APPOINTMENT OF PERSONS AS SECRETARY OF DEFENSE WITHIN SEVEN YEARS OF RELIEF FROM ACTIVE DUTY AS A REGULAR COMMISSIONED OFFICER OF THE ARMED FORCES,House Armed Services
H. Rept. 115-12,https://www.congress.gov/congressional-report/115th-congress/house-report/12/1,115th Congress (2017-2018),H.Res. 123,"PROVIDING FOR CONSIDERATION OF THE JOINT RESOLUTION (H.J. RES. 43) PROVIDING FOR CONGRESSIONAL DISAPPROVAL UNDER CHAPTER 8 OF TITLE 5, UNITED STATES CODE, OF THE FINAL RULE SUBMITTED BY SECRETARY OF HEALTH AND HUMAN SERVICES RELATING TO COMPLIANCE WITH TITLE X REQUIREMENTS BY PROJECT RECIPIENTS IN SELECTING SUBRECIPIENTS; PROVIDING FOR CONSIDERATION OF THE JOINT RESOLUTION (H.J. RES. 69) PROVIDING FOR CONGRESSIONAL DISAPPROVAL UNDER CHAPTER 8 OF TITLE 5, UNITED STATES CODE, OF THE FINAL RULE OF THE DEPARTMENT OF THE INTERIOR RELATING TO ``NON-SUBSISTENCE TAKE OF WILDLIFE AND PUBLIC PARTICIPATION AND CLOSURE PROCEDURES ON NATIONAL WILDLIFE REFUGES IN ALASKA""; AND PROVIDING FOR PREOCEEDINGS DURING THE PERIOD FROM FEBRUARY 17, 2017, THROUGH FEBRUARY 24, 2017",House Rules
H. Rept. 115-11,https://www.congress.gov/congressional-report/115th-congress/house-report/11/1,115th Congress (2017-2018),H.Res. 116,"PROVIDING FOR CONSIDERATION OF THE JOINT RESOLUTION (H.J. RES. 66) DISAPPROVING THE RULE SUBMITTED BY THE DEPARTMENT OF LABOR RELATING TO SAVINGS ARRANGEMENTS ESTABLISHED BY STATES FOR NON-GOVERNMENTAL EMPLOYEES, AND PROVIDING FOR CONSIDERATION OF THE JOINT RESOLUTION (H.J. RES. 67) DISAPPROVING THE RULE SUBMITTED BY THE DEPARTMENT OF LABOR RELATING TO SAVINGS ARRANGEMENTS ESTABLISHED BY QUALIFIED STATE POLITICAL SUBDIVISIONS FOR NON-GOVERNMENTAL EMPLOYEES",House Rules
H. Rept. 115-10,https://www.congress.gov/congressional-report/115th-congress/house-report/10/1,115th Congress (2017-2018),H.Res. 99,"PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 428) TO SURVEY THE GRADIENT BOUNDARY ALONG THE RED RIVER IN THE STATES OF OKLAHOMA AND TEXAS, AND FOR OTHER PURPOSES, AND PROVIDING FOR CONSIDERATION OF THE JOINT RESOLUTION (H.J. RES. 42) DISAPPROVING THE RULE SUBMITTED BY THE DEPARTMENT OF LABOR RELATING TO DRUG TESTING OF UNEMPLOYMENT COMPENSATION APPLICANTS",House Rules
H. Rept. 115-9,https://www.congress.gov/congressional-report/115th-congress/house-report/9/1,115th Congress (2017-2018),H.Res. 91,"PROVIDING FOR CONSIDERATION OF THE JOINT RESOLUTION (H.J. RES. 44) DISAPPROVING THE RULE SUBMITTED BY THE DEPARTMENT OF THE INTERIOR RELATING TO BUREAU OF LAND MANAGEMENT REGULATIONS THAT ESTABLISH THE PROCEDURES USED TO PREPARE, REVISE, OR AMEND LAND USE PLANS PURSUANT TO THE FEDERAL LAND POLICY AND MANAGEMENT ACT OF 1976; PROVIDING FOR CONSIDERATION OF THE JOINT RESOLUTION (H.J. RES. 57) PROVIDING FOR CONGRESSIONAL DISAPPROVAL UNDER CHAPTER 8 OF TITLE 5, UNITED STATES CODE, OF THE RULE SUBMITTED BY THE DEPARTMENT OF EDUCATION RELATING TO ACCOUNTABILITY AND STATE PLANS UNDER THE ELEMENTARY AND SECONDARY EDUCATION ACT OF 1965; AND PROVIDING FOR CONSIDERATION OF THE JOINT RESOLUTION (H.J. RES. 58) PROVIDING FOR CONGRESSIONAL DISAPPROVAL UNDER CHAPTE",House Rules
